,n1,n2,n3,n4,n6,n7,n8,n9,n10,n11,n13,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n39,n40,n41,n42,n43,n44,n45,n343,n344,n345,n346,n347,n349,n350,n351,n352,n353,n354,n355,n356,n357,n358,n360,n361,n362,n364,n365,n366,n367,n368,n369,n370,n371,n372,n373,n374,n375,n376,n377,n378,n379,n381,n382,n383,n384,n385,n386,n387,n388,n389
10:00:00,1786.39,226.41,277.07,3552.63,392.35,563.75,463.09,600.84,118.88,692.6,316.2,116.34,594.49,93.16,166.81,186.46,75.2,217.72,151.71,66.02,2379.57,33.19,193.73,416.89,71.07,384.68,180.58,113.22,151.07,147.0,56.21,381.87,21.11,456.88,229.91,342.67,172.54,50.35,381.83,204.03,371.64,65.51,231.59,71.73,83.87,259.36,565.08,169.96,391.09,168.52,571.41,184.78,148.57,707.92,353.76,168.63,9.5,127.9,159.01,239.6,164.15,152.72,256.94,329.54,99.71,55.68,40.18,159.82,84.06,184.78,386.3,18.33,129.45,304.75,211.44,121.94,337.35,66.45,367.55,216.91,580.19,240.87
10:05:00,1845.67,223.44,281.13,3538.97,393.61,575.84,450.54,604.56,122.85,692.42,314.32,119.52,596.39,95.82,166.49,183.9,75.19,229.82,156.53,65.52,2389.69,33.71,197.57,424.07,71.48,390.3,187.72,112.36,150.26,145.3,56.18,396.97,21.07,464.21,217.34,323.94,172.99,49.69,376.59,200.94,351.32,65.98,239.21,70.88,79.28,267.12,573.3,174.24,393.35,173.34,564.8,178.43,147.13,721.92,359.43,169.67,8.88,130.68,150.58,219.14,163.57,150.72,276.11,333.51,102.44,55.35,39.63,169.06,79.6,175.67,394.2,16.77,127.67,314.94,214.41,118.64,321.5,68.63,372.91,233.1,591.72,235.18
10:10:00,1802.91,239.1,279.32,3411.03,387.94,587.84,450.13,611.18,122.09,705.52,313.29,117.2,587.81,93.77,170.57,179.75,76.61,219.82,158.67,67.5,2374.41,34.18,209.95,409.23,71.59,387.8,183.1,115.77,148.29,150.4,57.4,387.21,21.58,463.24,222.07,331.0,185.59,53.17,368.11,214.94,358.97,65.21,250.63,71.18,81.01,267.08,550.64,179.78,393.93,169.63,584.65,184.17,139.26,767.2,358.68,171.53,8.7,133.4,160.47,227.82,162.96,161.28,257.17,346.48,100.45,55.17,38.74,167.56,84.83,184.01,387.56,17.43,124.8,312.99,212.34,118.53,330.28,71.91,358.16,217.1,594.32,236.68
10:15:00,1826.07,233.65,280.74,3281.66,382.29,577.08,432.36,612.92,121.53,745.45,301.19,123.62,579.25,95.81,158.96,188.59,80.94,220.44,155.3,65.04,2540.45,34.35,207.56,436.79,70.92,389.78,183.19,111.54,145.76,148.09,56.28,387.39,20.11,451.07,218.37,325.48,189.15,51.96,386.2,210.03,352.99,66.32,249.43,71.65,79.66,264.82,597.65,167.83,390.29,173.32,575.65,184.14,147.09,758.34,349.26,172.02,9.22,130.98,160.55,233.59,165.75,157.61,259.71,342.83,105.95,53.04,40.64,158.83,84.87,179.62,394.64,17.87,130.93,311.55,215.5,113.85,328.22,71.57,388.74,219.25,593.49,237.66
10:20:00,1814.33,217.49,283.35,3071.52,378.91,565.94,464.36,622.69,118.97,709.98,296.54,119.29,574.13,93.81,163.41,180.56,77.09,231.17,153.79,65.31,2565.48,34.85,213.46,424.89,69.05,393.37,179.36,112.0,144.54,141.9,54.71,379.29,20.68,456.38,216.21,322.27,173.53,48.37,369.76,196.38,349.51,67.37,235.99,70.96,78.87,258.06,553.47,171.35,379.96,169.7,551.61,184.9,149.4,779.81,353.37,174.76,9.17,128.46,159.47,233.61,161.88,146.71,253.53,336.2,102.24,52.22,38.91,158.11,84.3,184.25,402.25,17.87,125.36,304.99,217.54,122.28,339.8,67.71,360.01,214.04,586.95,222.88
10:25:00,1798.41,223.15,282.97,2899.61,372.08,577.19,464.06,599.84,126.39,700.76,313.78,109.9,563.78,94.71,177.59,186.85,76.09,227.63,153.23,64.01,2530.65,34.45,213.41,431.69,69.04,392.83,182.95,109.78,145.92,153.23,55.02,386.88,22.47,468.35,221.58,330.26,168.91,49.62,382.63,200.96,358.17,64.34,240.39,71.97,80.83,257.2,560.49,182.44,379.92,171.33,595.65,171.16,140.6,779.62,362.64,168.35,8.67,131.01,163.04,243.27,164.66,150.52,267.45,345.6,94.19,55.25,40.27,154.09,86.19,171.47,385.08,18.61,129.72,323.99,217.78,122.2,321.66,68.97,364.66,225.79,597.36,247.31
10:30:00,1814.76,218.98,281.58,2677.85,376.45,561.45,451.71,619.86,120.75,696.23,302.8,118.11,570.4,95.71,164.33,186.72,75.6,229.52,148.82,64.95,2582.83,34.25,202.81,431.29,69.0,390.91,174.3,111.39,149.65,147.99,54.29,368.58,20.79,463.76,225.13,335.56,179.02,48.7,382.37,197.77,363.92,65.19,243.51,72.08,82.13,260.99,589.23,179.11,379.69,173.14,575.26,178.88,146.59,740.74,359.09,173.96,8.52,127.46,161.97,239.35,165.85,147.71,262.77,339.41,101.23,53.32,40.24,160.47,85.63,185.5,382.3,18.31,129.63,309.55,215.01,118.95,343.68,69.87,383.33,221.83,588.77,237.17
10:35:00,1779.28,242.0,287.25,2464.34,392.16,552.47,427.41,605.99,120.65,703.03,308.29,115.35,594.2,91.88,167.39,187.85,76.34,229.79,157.03,63.3,2610.18,34.71,199.72,436.4,71.53,398.76,183.32,108.56,150.05,145.74,56.73,387.67,21.18,448.61,214.73,320.06,177.75,53.82,384.69,217.16,347.11,66.85,239.63,70.88,78.33,251.59,570.04,184.63,393.62,166.21,566.53,188.51,145.46,729.61,347.35,170.07,8.85,125.41,167.67,229.63,161.73,163.24,274.76,350.57,98.87,54.29,40.49,154.56,88.64,174.38,397.71,17.57,130.42,309.3,207.83,112.55,335.18,68.76,370.81,231.96,573.97,239.63
10:40:00,1749.45,231.59,289.5,2258.48,386.88,581.46,446.66,591.77,129.36,760.9,309.55,116.94,586.2,90.99,170.96,188.08,82.62,229.75,161.1,67.1,2660.6,32.87,214.37,436.57,71.5,401.93,177.76,115.08,153.39,147.29,57.74,375.9,21.63,473.32,224.3,334.32,177.29,51.5,385.16,207.95,362.58,65.62,240.37,70.17,81.82,258.58,571.01,180.65,393.49,164.59,572.55,186.08,145.68,782.92,366.49,166.08,8.62,131.99,167.03,233.28,164.5,156.22,274.96,346.41,100.23,54.51,40.54,162.04,88.3,179.55,402.8,17.85,130.58,331.63,197.64,117.62,329.8,68.97,371.48,232.13,604.66,241.92
10:45:00,1702.29,234.31,280.16,2084.31,386.27,546.1,453.17,617.05,124.69,733.41,320.77,115.93,585.28,96.56,170.27,179.69,79.64,232.46,155.39,66.05,2644.04,35.45,196.67,438.03,69.14,388.95,174.29,113.27,157.43,139.27,61.03,368.56,21.54,475.09,218.51,325.69,179.2,52.11,367.97,210.84,353.22,63.11,235.67,71.29,79.71,256.57,560.46,173.48,380.48,174.68,541.38,176.29,149.66,718.47,367.86,173.18,9.16,123.95,161.22,233.42,164.51,158.05,276.7,346.97,99.36,56.48,38.73,159.88,85.23,177.61,383.54,17.86,124.75,319.66,217.04,119.33,337.9,67.62,364.55,233.6,570.33,240.39
10:50:00,1677.13,220.35,279.87,1938.17,372.09,577.4,465.58,596.59,124.55,703.74,316.29,119.74,563.79,86.66,169.81,180.28,76.41,212.3,159.97,65.86,2607.2,35.54,207.41,421.53,72.87,388.55,178.29,112.95,152.76,150.48,62.86,377.02,21.49,454.81,228.88,341.15,176.25,49.0,369.17,199.17,369.98,67.58,241.68,71.08,83.5,246.43,552.01,184.33,401.02,156.76,584.97,177.69,139.61,757.52,352.16,167.43,8.92,131.1,156.48,228.92,168.27,148.63,277.53,352.92,102.63,55.69,38.85,160.85,82.72,183.11,391.17,17.51,125.16,319.3,217.32,122.6,330.39,69.34,359.1,234.3,598.9,241.62
10:55:00,1640.41,231.68,284.41,1828.59,370.83,576.71,441.3,615.88,121.89,680.75,315.18,121.62,561.89,92.34,170.96,182.7,73.92,230.64,154.27,66.91,2613.36,35.6,204.16,418.38,69.0,394.84,183.49,114.75,155.18,146.1,59.61,388.03,21.63,456.6,214.39,319.54,176.19,51.52,374.14,208.86,346.55,67.37,241.52,70.75,78.21,259.9,561.31,178.15,379.68,167.04,567.93,178.96,145.41,745.61,353.54,172.85,9.01,130.94,162.15,243.43,163.57,156.28,252.8,327.24,104.24,55.5,39.38,159.24,85.72,176.91,399.14,18.62,126.84,312.47,214.5,116.21,333.85,69.3,365.17,213.42,597.92,225.94
11:00:00,1563.87,231.97,281.49,1804.02,385.73,548.56,450.52,620.02,120.67,715.41,307.0,115.66,584.46,91.06,165.19,182.48,77.68,227.37,159.4,64.82,2653.58,34.61,208.69,437.48,72.41,390.79,179.71,111.17,148.91,145.36,61.6,380.02,20.9,450.11,220.82,329.13,178.64,51.59,373.68,208.51,356.95,64.26,244.97,70.89,80.55,250.91,585.91,182.89,398.49,164.73,565.06,177.56,148.49,762.05,348.52,174.01,8.87,124.56,169.54,229.92,162.28,156.48,265.91,342.24,99.13,54.06,39.33,154.33,89.63,175.36,399.87,17.59,126.69,309.35,208.37,118.63,333.45,70.29,381.17,224.48,581.21,234.95
11:05:00,1538.65,230.1,288.74,1806.84,379.2,547.76,454.58,603.29,115.99,698.26,289.29,124.8,574.57,94.44,173.53,186.13,75.82,223.46,163.43,63.47,2582.63,33.85,205.04,437.76,72.04,400.86,180.87,108.85,157.6,148.1,58.15,382.48,21.96,448.41,232.32,346.28,179.3,51.17,381.16,206.82,375.55,63.45,238.32,70.77,84.75,260.52,571.09,183.58,396.46,170.84,575.7,176.89,152.57,748.66,347.2,169.31,8.79,124.36,166.28,244.56,166.62,155.21,257.36,361.13,106.96,50.94,40.11,152.94,87.91,175.91,399.45,18.71,129.22,297.34,215.43,119.7,320.89,68.38,371.53,217.27,578.69,235.01
11:10:00,1507.99,227.23,277.48,1790.65,381.48,563.68,455.34,593.25,120.21,702.86,307.69,116.94,578.02,89.34,169.79,185.59,76.32,220.54,161.44,61.28,2594.53,35.46,205.84,443.35,69.47,385.2,178.97,105.09,149.87,143.89,57.33,378.46,21.48,440.84,221.97,330.84,172.33,50.53,380.06,204.44,358.81,63.14,236.56,69.99,80.97,269.33,560.13,176.85,382.29,161.62,559.34,178.81,147.61,751.65,341.34,166.5,8.59,127.99,166.08,239.65,159.52,153.27,264.3,344.35,100.23,54.18,40.0,162.6,87.8,180.96,394.72,18.33,128.85,308.17,204.06,119.9,338.09,67.87,364.4,223.13,587.52,237.11
11:15:00,1462.31,231.08,282.2,1805.84,380.32,554.1,441.42,603.3,122.99,697.23,307.0,116.4,576.26,90.6,161.83,185.01,75.71,221.66,164.41,61.85,2541.89,35.87,206.89,426.68,74.53,391.76,175.56,106.08,153.27,148.54,60.35,371.26,20.48,462.63,213.05,317.55,174.88,51.39,378.87,207.74,344.39,64.6,240.81,71.05,77.71,262.39,548.17,175.59,410.15,163.89,577.41,175.27,145.41,755.24,358.21,169.32,9.04,125.82,170.33,252.99,163.48,155.87,265.98,357.69,99.76,54.06,39.87,158.93,90.05,168.35,396.49,19.36,128.45,315.29,209.58,116.24,337.44,69.1,356.61,224.54,582.27,244.64
11:20:00,1400.57,230.83,287.04,1810.77,372.61,563.7,467.16,589.02,123.01,709.63,293.54,118.35,564.57,91.34,164.87,187.1,77.05,218.35,159.65,64.1,2494.48,34.66,209.75,430.79,70.23,398.48,179.51,109.93,156.82,144.91,61.57,379.61,20.86,451.67,206.7,308.08,169.35,51.33,383.15,208.06,334.12,65.48,241.32,70.43,75.4,257.14,550.44,172.93,386.46,165.23,563.32,178.41,150.8,765.75,349.72,165.31,8.7,127.99,165.01,235.27,166.02,155.7,257.13,347.3,101.44,51.69,40.32,161.26,87.23,182.95,398.8,18.0,129.9,315.33,216.7,123.02,327.81,69.24,358.08,217.08,594.84,236.71
11:25:00,1382.71,226.76,285.08,1825.9,372.03,580.31,430.97,591.68,116.15,720.44,307.91,117.9,563.7,89.89,164.22,184.09,78.23,229.1,154.84,63.2,2499.34,35.4,205.46,451.63,72.57,395.75,180.47,108.38,150.65,138.74,62.78,381.63,20.78,452.48,218.43,325.57,176.85,50.43,376.98,203.84,353.09,66.81,247.97,71.16,79.68,256.6,561.21,178.99,399.34,162.62,539.3,184.65,148.42,749.83,350.35,166.06,8.83,131.79,165.51,234.39,161.43,152.96,263.39,344.05,101.05,54.22,39.67,159.18,87.49,172.5,391.1,17.93,127.8,297.76,207.55,113.49,344.37,71.15,365.13,222.36,606.0,232.56
11:30:00,1322.54,234.79,282.1,1811.14,362.93,582.21,441.59,626.65,118.21,703.46,314.96,116.27,549.92,90.07,158.71,185.4,76.38,234.06,158.41,62.22,2461.52,34.7,195.16,428.57,70.49,391.59,180.26,106.71,147.43,144.79,59.45,381.2,20.08,466.0,221.45,330.06,181.42,52.21,379.67,211.28,357.96,64.49,228.5,71.21,80.78,250.08,542.84,177.76,387.92,162.94,562.82,181.02,139.03,712.33,360.82,175.87,8.47,132.27,158.09,243.47,161.77,158.37,263.6,334.94,99.66,55.46,39.96,159.41,83.57,181.8,406.7,18.63,128.72,303.05,207.52,116.28,324.43,65.56,353.18,222.54,602.65,230.97
11:35:00,1288.3,229.23,283.93,1827.86,372.03,579.49,451.77,592.23,122.23,745.9,307.35,119.59,563.7,88.96,167.49,186.76,80.99,226.03,155.79,63.03,2413.79,34.77,199.44,459.73,67.9,394.15,177.91,108.1,155.02,147.4,58.21,376.22,21.19,460.18,215.33,320.95,173.91,50.98,382.44,206.64,348.07,64.92,242.27,70.22,78.55,253.85,552.62,173.35,373.65,160.93,572.98,184.94,145.02,727.84,356.32,166.21,8.92,131.63,161.95,240.56,162.54,154.63,275.13,336.88,102.5,54.12,40.25,162.58,85.62,174.43,407.51,18.4,129.66,313.33,211.31,118.96,336.74,69.51,359.51,232.27,597.97,229.96
11:40:00,1245.02,226.79,282.49,1833.32,385.62,552.6,446.04,578.61,118.66,720.91,292.3,116.47,584.29,88.36,161.71,184.56,78.28,220.26,166.49,62.05,2374.24,35.23,203.09,427.98,68.5,392.19,173.27,106.41,152.45,147.33,59.23,366.41,20.46,446.18,222.28,331.31,181.26,50.43,377.95,204.89,359.31,63.8,236.62,70.62,81.09,250.14,561.06,177.93,376.98,159.85,572.71,178.62,142.63,741.12,345.48,162.39,8.81,125.53,167.63,232.73,163.03,152.98,257.29,352.35,99.82,51.47,39.78,158.27,88.62,175.18,397.03,17.81,128.13,304.18,208.28,117.45,333.59,67.89,364.99,217.21,584.01,238.34
11:45:00,1201.64,226.43,294.36,1822.35,370.05,570.82,430.94,586.68,119.41,732.09,316.7,117.29,560.7,95.06,167.13,193.76,79.49,212.06,154.99,63.76,2285.6,34.53,200.45,450.2,69.92,408.68,168.19,109.35,153.19,148.28,60.84,355.67,21.15,474.06,224.67,334.87,172.87,50.35,396.8,203.8,363.17,68.46,250.7,71.25,81.96,251.37,563.13,165.33,384.76,171.96,576.39,180.44,146.72,731.54,367.06,164.66,8.74,129.68,161.18,226.83,159.94,152.74,260.81,349.99,100.53,55.77,41.76,161.73,85.21,174.68,388.86,17.35,134.52,306.11,210.18,113.48,327.0,71.93,366.34,220.18,588.34,244.33
11:50:00,1167.62,224.13,275.3,1835.52,375.2,599.1,429.71,587.74,124.65,718.59,314.43,121.28,568.51,91.96,158.44,180.89,78.03,225.03,157.61,65.39,2316.14,34.05,202.37,432.33,69.78,382.2,180.81,112.14,156.04,145.27,58.87,382.35,20.05,464.17,212.43,316.63,178.37,49.84,370.43,202.16,343.39,64.74,222.78,71.18,77.49,268.18,570.6,175.75,384.02,166.35,564.69,174.16,143.41,738.32,359.4,164.95,8.59,136.11,162.14,232.78,162.79,151.19,253.62,352.84,103.95,55.37,38.99,154.04,85.71,174.94,404.31,17.81,125.59,319.54,206.44,113.15,323.9,63.92,371.22,214.11,617.74,238.06
11:55:00,1119.98,225.27,292.23,1848.74,356.82,557.15,442.17,587.71,118.81,692.41,294.69,119.64,540.66,91.82,166.18,183.37,75.18,222.44,151.69,62.31,2193.71,36.02,199.41,433.36,65.85,405.72,165.22,106.86,149.06,141.57,61.02,349.4,21.03,458.59,213.71,318.53,176.34,50.09,375.52,203.46,345.45,63.51,233.68,70.32,77.96,259.38,549.94,171.42,362.36,166.11,550.31,169.26,140.65,727.54,355.08,164.94,8.83,126.57,162.48,228.98,161.19,151.95,278.15,348.6,102.54,51.89,39.52,160.96,85.9,179.55,402.3,17.52,127.31,304.56,208.06,116.44,322.76,67.05,357.74,234.82,596.37,235.79
12:00:00,1085.17,233.17,280.41,1867.25,379.43,546.3,446.27,598.19,118.01,690.87,296.99,119.37,574.92,89.44,166.13,181.26,75.02,212.46,157.73,63.58,2164.07,35.37,209.82,432.85,67.99,389.29,172.64,109.05,149.05,149.47,59.84,365.08,21.02,467.35,208.02,310.05,171.78,51.85,371.18,210.12,336.25,66.17,236.63,70.01,75.88,260.02,571.08,175.64,374.13,161.79,581.03,176.82,145.13,765.39,361.86,167.88,8.51,124.12,166.36,232.79,165.57,157.28,269.76,337.41,102.31,52.3,39.06,152.55,87.94,181.68,393.34,17.81,125.84,302.53,203.22,117.51,319.99,67.9,371.53,227.73,580.53,239.25
12:05:00,1030.41,227.52,283.18,1893.24,398.0,578.69,441.83,612.14,118.9,710.51,286.86,113.92,603.06,85.45,154.32,180.32,77.15,212.28,151.42,61.51,2084.52,35.44,204.16,437.92,68.17,393.13,171.3,105.48,155.23,147.74,59.96,362.26,19.53,444.04,214.38,319.53,166.57,50.6,369.26,205.57,346.54,64.63,241.34,70.04,78.21,251.95,535.37,172.3,375.16,154.59,574.31,179.84,145.73,744.83,343.81,171.8,8.5,131.51,163.81,228.41,166.11,153.47,264.0,339.49,97.64,50.51,38.86,155.72,86.6,168.48,390.33,17.47,125.19,304.81,210.86,116.35,305.7,69.25,348.27,222.88,601.65,230.83
12:10:00,990.74,228.2,290.06,1992.7,375.97,569.79,442.37,591.02,121.06,722.51,299.33,116.85,569.67,89.63,168.96,172.56,78.45,226.35,159.39,60.18,1963.29,34.69,190.22,440.68,67.74,402.69,175.47,103.21,152.41,140.8,61.13,371.07,21.38,467.83,210.68,314.02,171.99,50.75,353.38,205.89,340.57,65.27,235.91,70.77,76.86,254.89,555.55,174.66,372.76,162.15,547.32,168.42,141.44,693.84,362.24,165.87,8.63,129.48,168.86,238.34,168.62,153.93,269.94,342.72,100.15,52.71,37.19,152.22,89.27,174.21,384.36,18.23,119.8,310.34,213.99,116.49,311.19,67.69,361.4,227.88,595.62,242.15
12:15:00,957.68,227.81,279.58,2147.32,368.67,550.83,447.21,576.21,115.47,724.06,306.13,116.84,558.61,89.99,161.52,178.83,78.62,208.01,153.59,61.96,1894.99,34.26,198.33,447.35,66.96,388.15,182.23,106.25,153.45,143.44,60.28,385.37,20.44,454.68,207.87,309.83,172.31,50.66,366.21,205.25,336.02,68.82,230.23,70.39,75.83,243.61,530.41,166.98,368.46,162.79,557.57,179.5,134.17,723.36,352.05,161.72,8.62,125.18,161.77,219.62,166.86,153.66,264.26,351.96,100.14,53.9,38.54,161.21,85.52,172.77,389.61,16.8,124.15,296.0,195.63,117.76,328.72,66.06,345.03,223.09,578.54,230.64
12:20:00,911.58,220.6,290.69,2350.73,359.1,579.42,442.42,576.88,110.37,685.97,296.98,117.54,544.11,88.42,162.92,178.54,74.49,214.14,153.02,61.21,1840.2,34.45,192.25,446.87,65.91,403.59,170.91,104.98,153.7,147.02,59.97,361.41,20.61,454.17,225.87,336.66,172.54,49.06,365.62,200.1,365.12,62.21,235.39,70.17,82.4,248.29,545.61,175.86,362.69,159.94,571.52,175.01,141.79,701.08,351.66,161.9,8.73,131.7,164.18,238.4,161.83,148.8,268.87,351.66,100.75,52.29,38.48,157.26,86.8,167.63,389.96,18.24,123.96,282.93,202.24,116.5,328.47,67.54,354.91,226.98,611.89,239.16
12:25:00,852.23,222.99,283.6,2579.56,372.59,560.24,391.65,560.38,115.47,704.88,298.87,117.2,564.55,89.08,163.52,184.15,76.54,217.06,163.26,62.01,1829.0,33.83,196.99,444.97,69.73,393.73,170.78,106.34,151.17,134.17,57.63,361.15,20.69,460.59,211.69,315.53,169.34,49.59,377.1,201.24,342.2,64.57,230.07,69.81,77.23,253.14,548.49,167.59,383.7,161.14,521.55,179.8,140.45,718.35,356.63,157.27,8.45,127.36,166.29,230.96,155.41,150.42,271.37,344.08,100.45,52.63,39.69,155.88,87.91,174.88,408.35,17.67,127.85,296.0,202.51,103.13,319.35,66.01,356.79,229.09,586.05,229.36
12:30:00,832.86,224.5,293.37,2835.89,368.41,576.27,434.03,588.53,116.11,707.0,303.84,117.7,558.22,86.94,164.51,179.2,76.77,209.99,153.12,61.79,1734.98,35.37,195.46,437.49,68.73,407.29,179.41,105.97,149.1,140.53,61.41,379.39,20.82,450.51,210.14,313.22,173.2,49.92,366.97,203.19,339.69,66.04,241.51,69.17,76.66,252.6,535.42,171.54,378.23,157.28,546.28,175.74,143.26,712.51,348.83,165.17,8.71,131.01,165.41,220.23,160.56,151.44,257.86,342.17,100.88,53.5,38.62,155.79,87.45,165.98,391.75,16.85,124.41,297.66,197.67,114.29,335.25,69.29,348.31,217.69,597.36,234.32
12:35:00,788.24,228.64,275.07,3107.91,353.92,556.67,418.16,562.1,118.09,716.14,303.46,114.11,536.27,85.08,165.13,172.07,77.76,213.84,154.44,62.39,1598.81,34.36,192.83,443.42,65.75,381.88,168.84,107.0,149.33,142.77,59.35,357.05,20.89,451.82,216.12,322.12,171.71,50.85,352.38,205.75,349.35,63.84,242.63,68.53,78.84,249.73,566.16,164.75,361.84,153.91,555.0,171.02,143.5,702.79,349.84,157.75,8.65,126.59,166.51,232.65,164.19,154.23,253.74,349.21,97.8,53.43,37.09,154.57,88.03,169.02,377.87,17.8,119.46,302.74,207.16,110.11,322.97,69.62,368.27,214.21,582.03,234.51
12:40:00,747.92,229.9,271.49,3359.02,356.22,552.35,433.54,617.53,116.88,728.65,288.44,113.93,539.74,87.17,160.16,181.54,79.12,205.39,156.3,61.08,1556.43,33.76,202.74,434.24,68.7,376.92,176.46,104.74,150.41,141.64,61.69,373.16,20.26,461.96,214.81,320.18,175.67,51.12,371.76,206.85,347.24,66.95,227.62,67.93,78.36,254.67,545.19,169.61,378.03,157.69,550.59,175.09,147.17,738.86,357.69,173.31,8.62,125.58,161.07,232.36,165.15,155.07,265.9,343.01,97.65,50.79,39.12,147.95,85.15,176.2,405.88,17.78,126.03,299.62,201.63,114.16,324.19,65.31,354.62,224.48,583.94,238.65
12:45:00,714.14,230.85,278.16,3573.01,362.75,571.41,427.77,579.22,117.59,747.6,290.16,119.53,549.64,91.85,152.35,184.06,81.18,221.37,162.79,60.84,1503.4,35.08,198.48,423.83,67.57,386.17,178.44,104.33,154.94,144.44,56.14,377.34,19.28,466.48,219.14,326.63,181.79,51.34,376.92,207.94,354.23,62.11,222.44,67.06,79.94,255.42,537.62,170.02,371.86,166.16,561.48,172.39,141.62,723.27,361.19,162.56,8.81,129.96,168.99,242.18,166.42,155.72,272.59,330.68,102.45,51.09,39.67,146.13,89.33,166.87,383.79,18.53,127.79,301.46,206.43,112.64,316.98,63.82,349.72,230.13,599.0,233.7
12:50:00,673.35,230.9,282.91,3702.94,375.61,571.09,423.47,575.27,120.23,691.18,300.75,116.13,569.13,89.81,166.94,186.2,75.05,218.63,154.5,62.08,1457.58,34.21,200.15,442.94,64.71,392.76,175.08,106.46,156.67,142.26,58.69,370.24,21.12,444.93,214.23,319.3,176.25,51.35,381.31,208.04,346.29,64.22,238.82,68.0,78.15,237.41,538.21,172.28,356.1,162.47,553.0,171.62,145.43,729.12,344.51,161.45,8.57,129.9,157.99,239.12,163.15,155.75,261.1,346.69,99.54,52.96,40.13,147.02,83.52,169.49,386.97,18.29,129.27,308.22,197.98,111.51,316.66,68.52,350.11,220.42,596.73,232.36
12:55:00,641.46,235.73,281.92,3830.63,365.41,558.1,410.34,575.67,114.18,673.2,292.89,116.75,553.68,89.49,161.96,181.5,73.1,213.76,157.49,62.15,1407.59,34.02,193.07,440.95,68.71,391.4,171.37,106.59,150.14,142.41,59.66,362.39,20.49,457.21,214.74,320.08,174.95,52.42,371.69,212.14,347.13,61.9,233.99,66.49,78.34,247.21,527.02,171.07,378.12,161.89,553.58,163.39,143.21,703.32,354.01,161.56,8.65,126.93,165.28,237.01,160.39,159.01,257.96,346.55,100.06,51.57,39.12,143.62,87.38,169.55,378.02,18.13,126.01,292.71,201.59,108.05,317.59,67.14,342.82,217.77,586.16,228.3
13:00:00,617.41,221.25,286.89,3936.5,386.33,556.83,412.32,573.2,118.49,724.62,300.42,113.66,585.37,89.13,146.98,175.18,78.68,209.91,153.56,63.74,1292.97,34.83,198.36,444.15,66.31,398.28,170.38,109.31,151.41,143.22,61.58,360.31,18.6,460.44,215.48,321.17,160.58,49.2,358.74,199.65,348.31,63.81,237.21,65.71,78.61,245.45,544.02,179.46,364.91,161.24,556.75,169.1,138.71,722.37,356.51,160.87,8.59,126.67,159.65,236.09,160.22,149.24,262.51,336.77,97.42,52.9,37.75,154.06,84.4,171.63,388.81,18.06,121.62,303.74,191.83,108.57,313.56,68.06,353.86,221.61,582.73,232.79
13:05:00,588.04,220.83,282.15,3881.82,371.96,559.78,418.18,559.09,112.81,694.0,285.68,118.48,563.6,84.96,162.51,182.81,75.36,215.83,159.05,63.21,1267.15,35.23,192.68,447.54,67.99,391.71,173.44,108.41,152.01,138.59,58.52,366.77,20.56,472.13,208.69,311.05,166.65,49.11,374.36,199.66,337.34,64.37,227.64,65.29,76.13,250.22,530.86,167.66,374.14,153.7,538.74,176.32,140.54,701.85,365.57,156.91,8.53,127.33,158.16,231.74,157.71,148.96,264.65,344.44,101.55,50.3,39.4,154.71,83.61,166.1,392.14,17.73,126.92,289.2,202.22,110.12,314.6,65.31,345.31,223.42,587.03,226.71
13:10:00,561.11,229.04,262.86,3658.23,383.11,550.94,434.34,591.17,113.18,711.48,300.37,114.6,580.49,86.85,163.97,185.07,77.26,212.8,158.89,58.97,1251.67,34.26,199.61,429.09,65.19,364.93,176.24,101.14,148.06,140.32,60.66,372.7,20.75,466.05,212.41,316.6,164.11,50.93,379.0,206.45,343.36,61.4,230.68,64.91,77.49,245.05,540.54,164.24,358.74,157.11,545.44,164.81,141.33,726.87,360.86,165.92,8.31,125.35,162.87,236.3,170.92,154.5,256.09,332.71,98.23,52.89,39.89,148.92,86.1,177.05,397.29,18.08,128.49,290.15,195.99,114.37,306.02,66.19,351.62,216.2,584.74,224.91
13:15:00,536.25,225.57,279.76,3429.21,364.37,568.47,431.01,559.17,122.38,686.84,281.75,114.53,552.09,86.06,162.06,190.01,74.58,207.33,155.64,57.39,1200.75,33.79,193.04,437.45,66.76,388.39,160.23,98.43,151.77,138.12,60.05,338.84,20.51,459.13,211.03,314.53,167.92,50.16,389.1,204.06,341.12,64.88,224.41,64.54,76.98,248.93,549.44,163.71,367.39,155.68,536.92,169.43,141.38,703.18,355.5,156.93,8.4,129.34,162.45,233.24,162.35,152.15,257.31,340.11,98.17,49.61,40.95,151.61,85.88,168.17,382.23,17.84,131.92,313.72,191.83,113.5,313.91,64.39,357.39,217.22,585.5,235.88
